Date	Close
1977-10-28	97.49
1977-11-04	97.21
1977-11-11	100.94
1977-11-18	102.22
1977-11-25	104.33
1977-12-02	104.1
1977-12-09	103.57
1977-12-16	104.05
1977-12-23	103.94
1977-12-30	105.05
1978-01-06	101.66
1978-01-13	99.77
1978-01-20	100.63
1978-01-27	100.62
1978-02-03	102.22
1978-02-10	103.58
1978-02-17	102.25
1978-02-24	102.7
1978-03-03	101.95
1978-03-10	103.42
1978-03-17	104.94
1978-03-24	105.39
1978-03-31	106.2
1978-04-07	108.23
1978-04-14	111.29
1978-04-21	113.32
1978-04-28	115.18
1978-05-05	117.27
1978-05-12	119.4
1978-05-19	121.57
1978-05-26	119.86
1978-06-02	121.03
1978-06-09	124.41
1978-06-16	123.69
1978-06-23	120.74
1978-06-30	120.3
1978-07-07	119.16
1978-07-14	121.58
1978-07-21	123.6
1978-07-28	125.62
1978-08-04	129.71
1978-08-11	132
1978-08-18	134.71
1978-08-25	135.84
1978-09-01	135.35
1978-09-08	138.36
1978-09-15	137.36
1978-09-22	132.3
1978-09-29	132.89
1978-10-06	134
1978-10-13	135.58
1978-10-20	123.82
1978-10-27	115.25
1978-11-03	115.49
1978-11-10	114.84
1978-11-17	113.69
1978-11-24	116.17
1978-12-01	116.19
1978-12-08	118.77
1978-12-15	117.41
1978-12-22	116.93
1978-12-29	117.98
1979-01-05	122.05
1979-01-12	123.74
1979-01-19	124.65
1979-01-26	127.04
1979-02-02	125.82
1979-02-09	123.76
1979-02-16	125.57
1979-02-23	125.04
1979-03-02	123.67
1979-03-09	127.25
1979-03-16	128.55
1979-03-23	130.58
1979-03-30	131.76
1979-04-06	133.75
1979-04-13	133.54
1979-04-20	133.67
1979-04-27	134.37
1979-05-04	133.72
1979-05-11	129.69
1979-05-18	131.01
1979-05-25	132.68
1979-06-01	131.76
1979-06-08	134.96
1979-06-15	136.25
1979-06-22	137.24
1979-06-29	138.13
1979-07-06	138.64
1979-07-13	138.52
1979-07-20	137.98
1979-07-27	140.02
1979-08-03	142.63
1979-08-10	145.07
1979-08-17	147.84
1979-08-24	149.4
1979-08-31	150.44
1979-09-07	148.07
1979-09-14	150.56
1979-09-21	150.65
1979-09-28	149.98
1979-10-05	152.29
1979-10-12	140.71
1979-10-19	136.59
1979-10-26	133.75
1979-11-02	136.88
1979-11-09	135.86
1979-11-16	139.07
1979-11-23	139.85
1979-11-30	144.26
1979-12-07	147.49
1979-12-14	150.03
1979-12-21	150.17
1979-12-28	150.83
1980-01-04	148.02
1980-01-11	153.87
1980-01-18	156.14
1980-01-25	159.7
1980-02-01	162.3
1980-02-08	165.25
1980-02-15	162.56
1980-02-22	160.08
1980-02-29	158.03
1980-03-07	146.19
1980-03-14	144.44
1980-03-21	138.8
1980-03-28	129.25
1980-04-04	136.01
1980-04-11	137.75
1980-04-18	134.66
1980-04-25	137.92
1980-05-02	140.25
1980-05-09	143.06
1980-05-16	147.24
1980-05-23	149.48
1980-05-30	150.45
1980-06-06	152.68
1980-06-13	156.59
1980-06-20	156.51
1980-06-27	159.18
1980-07-04	160.87
1980-07-11	164.82
1980-07-18	169.99
1980-07-25	169.63
1980-08-01	172.49
1980-08-08	175.88
1980-08-15	179.89
1980-08-22	181.7
1980-08-29	181.52
1980-09-05	185.61
1980-09-12	189.58
1980-09-19	195.33
1980-09-26	190.77
1980-10-03	193.43
1980-10-10	197.79
1980-10-17	197.24
1980-10-24	196.17
1980-10-31	192.78
1980-11-07	193.51
1980-11-14	201.76
1980-11-21	206.07
1980-11-28	208.15
1980-12-05	203.02
1980-12-12	191.22
1980-12-19	197.91
1980-12-26	201.28
1981-01-02	203.55
1981-01-09	197.66
1981-01-16	201.13
1981-01-23	197.52
1981-01-30	197.81
1981-02-06	197.87
1981-02-13	193.89
1981-02-20	192.29
1981-02-27	198.01
1981-03-06	199.89
1981-03-13	202.17
1981-03-20	206.29
1981-03-27	208.82
1981-04-03	212.65
1981-04-10	215.15
1981-04-17	216.64
1981-04-24	219.56
1981-05-01	216.68
1981-05-08	214.84
1981-05-15	216.51
1981-05-22	219.23
1981-05-29	223.47
1981-06-05	221.3
1981-06-12	222.76
1981-06-19	219.56
1981-06-26	219.76
1981-07-03	212.8
1981-07-10	210.54
1981-07-17	212.76
1981-07-24	208
1981-07-31	211.63
1981-08-07	211.36
1981-08-14	212.12
1981-08-21	206.76
1981-08-28	197.55
1981-09-04	189.63
1981-09-11	189.81
1981-09-18	184.27
1981-09-25	175.12
1981-10-02	184.37
1981-10-09	191.27
1981-10-16	190.24
1981-10-23	191.91
1981-10-30	195.24
1981-11-06	199.97
1981-11-13	200.16
1981-11-20	198.6
1981-11-27	201.02
1981-12-04	200.88
1981-12-11	198.64
1981-12-18	197.01
1981-12-25	195.7
1982-01-01	195.84
1982-01-08	192.05
1982-01-15	187.32
1982-01-22	185.83
1982-01-29	188.39
1982-02-05	188.21
1982-02-12	182.52
1982-02-19	180.65
1982-02-26	179.43
1982-03-05	173.97
1982-03-12	168.23
1982-03-19	171.76
1982-03-26	175.2
1982-04-02	178.56
1982-04-09	181.15
1982-04-16	182.25
1982-04-23	184.93
1982-04-30	184.7
1982-05-07	188.13
1982-05-14	188.22
1982-05-21	182.4
1982-05-28	178.54
1982-06-04	174.82
1982-06-11	173.55
1982-06-18	168.5
1982-06-25	170.48
1982-07-02	170.05
1982-07-09	168.07
1982-07-16	170.18
1982-07-23	172.11
1982-07-30	167.35
1982-08-06	163.59
1982-08-13	159.14
1982-08-20	166.96
1982-08-27	177.6
1982-09-03	182.05
1982-09-10	182.47
1982-09-17	186.61
1982-09-24	188.61
1982-10-01	188.7
1982-10-08	198.89
1982-10-15	204.46
1982-10-22	215.29
1982-10-29	212.63
1982-11-05	227.03
1982-11-12	232.61
1982-11-19	229.41
1982-11-26	228.64
1982-12-03	237.16
1982-12-10	233.85
1982-12-17	228.93
1982-12-24	232.33
1982-12-31	232.41
1983-01-07	238.6
1983-01-14	245.63
1983-01-21	243.97
1983-01-28	246.93
1983-02-04	251.65
1983-02-11	256.64
1983-02-18	261.29
1983-02-25	262.44
1983-03-04	265.94
1983-03-11	266.18
1983-03-18	265.01
1983-03-25	270.89
1983-04-01	270.8
1983-04-08	268.1
1983-04-15	281.6
1983-04-22	288.55
1983-04-29	293.06
1983-05-06	301.64
1983-05-13	303.94
1983-05-20	303.56
1983-05-27	312.05
1983-06-03	313.85
1983-06-10	315.24
1983-06-17	326.11
1983-06-24	328.91
1983-07-01	321.58
1983-07-08	319.57
1983-07-15	312.87
1983-07-22	320.71
1983-07-29	303.96
1983-08-05	300.2
1983-08-12	299.58
1983-08-19	299.1
1983-08-26	290.31
1983-09-02	297.85
1983-09-09	302.23
1983-09-16	298.27
1983-09-23	303.61
1983-09-30	296.65
1983-10-07	297.36
1983-10-14	289.65
1983-10-21	279.49
1983-10-28	276.14
1983-11-04	273.17
1983-11-11	277.13
1983-11-18	281.28
1983-11-25	285.49
1983-12-02	283.91
1983-12-09	280.51
1983-12-16	276.01
1983-12-23	276.54
1983-12-30	278.6
1984-01-06	287.9
1984-01-13	286.85
1984-01-20	284.41
1984-01-27	273.18
1984-02-03	264.01
1984-02-10	254.04
1984-02-17	251.33
1984-02-24	251.44
1984-03-02	255.54
1984-03-09	249.01
1984-03-16	253.37
1984-03-23	249.98
1984-03-30	250.78
1984-04-06	243.94
1984-04-13	244.01
1984-04-20	245.35
1984-04-27	246.9
1984-05-04	250.89
1984-05-11	250.57
1984-05-18	244.61
1984-05-25	235.23
1984-06-01	235.9
1984-06-08	240.35
1984-06-15	235.64
1984-06-22	241.11
1984-06-29	239.65
1984-07-06	236.72
1984-07-13	234.67
1984-07-20	229.37
1984-07-27	229.3
1984-08-03	246.24
1984-08-10	252.43
1984-08-17	250.37
1984-08-24	254.78
1984-08-31	254.64
1984-09-07	251.68
1984-09-14	255.6
1984-09-21	252.68
1984-09-28	249.94
1984-10-05	245.46
1984-10-12	246.2
1984-10-19	251.2
1984-10-26	247.4
1984-11-02	248
1984-11-09	249.5
1984-11-16	245.1
1984-11-23	245.3
1984-11-30	242.4
1984-12-07	239.3
1984-12-14	239
1984-12-21	244.8
1984-12-28	245.9
1985-01-04	246.1
1985-01-11	252.2
1985-01-18	263.1
1985-01-25	274
1985-02-01	278.4
1985-02-08	288.4
1985-02-15	287.7
1985-02-22	286.2
1985-03-01	287.2
1985-03-08	282.4
1985-03-15	278
1985-03-22	278.9
1985-03-29	279.2
1985-04-05	277.4
1985-04-12	280.6
1985-04-19	282.8
1985-04-26	284.1
1985-05-03	280.3
1985-05-10	287.5
1985-05-17	291.7
1985-05-24	292.1
1985-05-31	290.8
1985-06-07	291
1985-06-14	288
1985-06-21	288.7
1985-06-28	296.2
1985-07-05	298.6
1985-07-12	302.4
1985-07-19	307.8
1985-07-26	304.6
1985-08-02	304.5
1985-08-09	299.1
1985-08-16	296.5
1985-08-23	296.7
1985-08-30	297.7
1985-09-06	296.2
1985-09-13	287.2
1985-09-20	284.4
1985-09-27	280.2
1985-10-04	280.5
1985-10-11	281.8
1985-10-18	288.4
1985-10-25	289.5
1985-11-01	294.1
1985-11-08	300
1985-11-15	306.2
1985-11-22	310.8
1985-11-29	314
1985-12-06	316.6
1985-12-13	324
1985-12-20	323.1
1985-12-27	322.8
1986-01-03	325.7
1986-01-10	324.4
1986-01-17	330.7
1986-01-24	328.9
1986-01-31	335.8
1986-02-07	342.2
1986-02-14	350.2
1986-02-21	355.65
1986-02-28	359.5
1986-03-07	362.2
1986-03-14	371.8
1986-03-21	372.6
1986-03-28	373.3
1986-04-04	372.2
1986-04-11	378.9
1986-04-18	390.1
1986-04-25	392.3
1986-05-02	383.2
1986-05-09	389.1
1986-05-16	384.7
1986-05-23	391.9
1986-05-30	400.2
1986-06-06	400.3
1986-06-13	399.6
1986-06-20	396.9
1986-06-27	403.6
1986-07-04	411.2
1986-07-11	391.6
1986-07-18	381.1
1986-07-25	379.8
1986-08-01	370.7
1986-08-08	365.8
1986-08-15	380.2
1986-08-22	381.5
1986-08-29	382.9
1986-09-05	378.4
1986-09-12	346.8
1986-09-19	349.4
1986-09-26	351.6
1986-10-03	352.8
1986-10-10	353.5
1986-10-17	355.7
1986-10-24	356.7
1986-10-31	360.8
1986-11-07	361
1986-11-14	358.5
1986-11-21	354.7
1986-11-28	359.6
1986-12-05	363
1986-12-12	355.9
1986-12-19	352.2
1986-12-26	349.9
1987-01-02	353.2
1987-01-09	380.7
1987-01-16	389.9
1987-01-23	392.2
1987-01-30	392.1
1987-02-06	406.9
1987-02-13	412.5
1987-02-20	417.2
1987-02-27	425
1987-03-06	429.5
1987-03-13	432
1987-03-20	439.6
1987-03-27	436.6
1987-04-03	437.4
1987-04-10	430.9
1987-04-17	419.5
1987-04-24	412.6
1987-05-01	418.4
1987-05-08	423.2
1987-05-15	418.9
1987-05-22	407.4
1987-05-29	416.5
1987-06-05	417.8
1987-06-12	425.4
1987-06-19	429.1
1987-06-26	426.7
1987-07-03	425.9
1987-07-10	426
1987-07-17	434.1
1987-07-24	429.1
1987-07-31	434.9
1987-08-07	443.6
1987-08-14	451.6
1987-08-21	455.2
1987-08-28	453.3
1987-09-04	446.5
1987-09-11	446.2
1987-09-18	440.9
1987-09-25	441.9
1987-10-02	451.6
1987-10-09	438.4
1987-10-16	406.3
1987-10-23	328.5
1987-10-30	323.3
1987-11-06	326.4
1987-11-13	323
1987-11-20	312.5
1987-11-27	316.5
1987-12-04	292.9
1987-12-11	302.6
1987-12-18	326.9
1987-12-25	333.2
1988-01-01	338.48
1988-01-08	338.5
1988-01-15	340.1
1988-01-22	337.6
1988-01-29	344.7
1988-02-05	345.8
1988-02-12	353.3
1988-02-19	357.1
1988-02-26	363.4
1988-03-04	373.4
1988-03-11	375.5
1988-03-18	381.6
1988-03-25	372.5
1988-04-01	374.6
1988-04-08	381.8
1988-04-15	373.9
1988-04-22	374
1988-04-29	379.2
1988-05-06	379.4
1988-05-13	372.5
1988-05-20	366
1988-05-27	366.7
1988-06-03	376.9
1988-06-10	386.3
1988-06-17	386.9
1988-06-24	391.6
1988-07-01	394.7
1988-07-08	394.3
1988-07-15	395
1988-07-22	387.4
1988-07-29	387.3
1988-08-05	387.7
1988-08-12	379
1988-08-19	377.4
1988-08-26	374.4
1988-09-02	376.5
1988-09-09	381.6
1988-09-16	383.9
1988-09-23	385
1988-09-30	387.7
1988-10-07	385.7
1988-10-14	384.6
1988-10-21	388.6
1988-10-28	382.8
1988-11-04	381
1988-11-11	373.8
1988-11-18	367.6
1988-11-25	366.4
1988-12-02	373.9
1988-12-09	375.2
1988-12-16	375.8
1988-12-23	377.3
1988-12-30	381.4
1989-01-06	384.7
1989-01-13	387.1
1989-01-20	391.7
1989-01-27	398
1989-02-03	406.4
1989-02-10	402.4
1989-02-17	407.2
1989-02-24	400
1989-03-03	404
1989-03-10	405.9
1989-03-17	402.2
1989-03-24	400.9
1989-03-31	406.7
1989-04-07	410.7
1989-04-14	417.7
1989-04-21	423.8
1989-04-28	427.6
1989-05-05	430.7
1989-05-12	434.8
1989-05-19	442.1
1989-05-26	445.2
1989-06-02	451.6
1989-06-09	453.7
1989-06-16	447.2
1989-06-23	448.4
1989-06-30	435.3
1989-07-07	442.4
1989-07-14	448.9
1989-07-21	449.3
1989-07-28	452.8
1989-08-04	457.4
1989-08-11	462.5
1989-08-18	462
1989-08-25	466.8
1989-09-01	471.3
1989-09-08	471.3
1989-09-15	467.6
1989-09-22	468.1
1989-09-29	472.9
1989-10-06	483.6
1989-10-13	467.3
1989-10-20	470.7
1989-10-27	452.8
1989-11-03	453
1989-11-10	456.2
1989-11-17	456.7
1989-11-24	456.6
1989-12-01	457.1
1989-12-08	456.2
1989-12-15	443.8
1989-12-22	444.6
1989-12-29	454.8
1990-01-05	458.2
1990-01-12	439.7
1990-01-19	440.9
1990-01-26	421.3
1990-02-02	422.2
1990-02-09	428.8
1990-02-16	429
1990-02-23	419.5
1990-03-02	431
1990-03-09	436.8
1990-03-16	442.2
1990-03-23	437.3
1990-03-30	435.5
1990-04-06	430.9
1990-04-13	436.3
1990-04-20	425.8
1990-04-27	418
1990-05-04	428.6
1990-05-11	438.1
1990-05-18	448.3
1990-05-25	453.7
1990-06-01	462.1
1990-06-08	460.9
1990-06-15	467.6
1990-06-22	459.3
1990-06-29	462.3
1990-07-06	460.5
1990-07-13	468.4
1990-07-20	455.3
1990-07-27	442.6
1990-08-03	417.5
1990-08-10	408
1990-08-17	393.5
1990-08-24	367.3
1990-08-31	381.2
1990-09-07	380.4
1990-09-14	374.4
1990-09-21	362.3
1990-09-28	344.5
1990-10-05	347.4
1990-10-12	327.6
1990-10-19	337.4
1990-10-26	334.4
1990-11-02	336.5
1990-11-09	342
1990-11-16	350.9
1990-11-23	349
1990-11-30	359.1
1990-12-07	371.5
1990-12-14	368.8
1990-12-21	373.6
1990-12-28	371.2
1991-01-04	367.2
1991-01-11	361.8
1991-01-18	377
1991-01-25	394.3
1991-02-01	417.7
1991-02-08	436.8
1991-02-15	448.7
1991-02-22	449
1991-03-01	456.7
1991-03-08	475.11
1991-03-15	466.29
1991-03-22	464.15
1991-03-29	482.3
1991-04-05	495.79
1991-04-12	501.62
1991-04-19	501.19
1991-04-26	494.64
1991-05-03	492.1
1991-05-10	493.42
1991-05-17	481.38
1991-05-24	492.67
1991-05-31	506.11
1991-06-07	498.54
1991-06-14	495.07
1991-06-21	485.82
1991-06-28	475.92
1991-07-05	474.05
1991-07-12	492.71
1991-07-19	497.55
1991-07-26	492.69
1991-08-02	505.67
1991-08-09	508.31
1991-08-16	512.47
1991-08-23	521.06
1991-08-30	525.68
1991-09-06	516.94
1991-09-13	516.71
1991-09-20	527.19
1991-09-27	524.48
1991-10-04	520.4
1991-10-11	519.05
1991-10-18	538.9
1991-10-25	525.13
1991-11-01	540.93
1991-11-08	548.08
1991-11-15	531.29
1991-11-22	526.46
1991-11-29	523.9
1991-12-06	536.3
1991-12-13	540.9
1991-12-20	535.76
1991-12-27	565.71
1992-01-03	592.65
1992-01-10	615.7
1992-01-17	626.85
1992-01-24	624.68
1992-01-31	620.21
1992-02-07	634.95
1992-02-14	636.43
1992-02-21	629.75
1992-02-28	633.47
1992-03-06	615.95
1992-03-13	618.62
1992-03-20	624.28
1992-03-27	604.67
1992-04-03	590.01
1992-04-10	584.24
1992-04-17	591.81
1992-04-24	572.89
1992-05-01	578.14
1992-05-08	585.76
1992-05-15	574.43
1992-05-22	580.3
1992-05-29	585.31
1992-06-05	585.43
1992-06-12	569.52
1992-06-19	554.2
1992-06-26	547.84
1992-07-03	563.35
1992-07-10	567.8
1992-07-17	570.52
1992-07-24	565.61
1992-07-31	580.83
1992-08-07	573.74
1992-08-14	573.18
1992-08-21	563.7
1992-08-28	563.56
1992-09-04	573.44
1992-09-11	583.01
1992-09-18	589.12
1992-09-25	577.2
1992-10-02	571.63
1992-10-09	570.52
1992-10-16	582.61
1992-10-23	597.3
1992-10-30	605.17
1992-11-06	616.82
1992-11-13	637.16
1992-11-20	642.6
1992-11-27	649.49
1992-12-04	661.6
1992-12-11	655.79
1992-12-18	661.29
1992-12-25	665.88
1993-01-01	676.95
1993-01-08	677.21
1993-01-15	697.15
1993-01-22	701.63
1993-01-29	696.34
1993-02-05	700.98
1993-02-12	690.54
1993-02-19	663.61
1993-02-26	670.77
1993-03-05	681.37
1993-03-12	692.78
1993-03-19	682.72
1993-03-26	681.54
1993-04-02	669.85
1993-04-09	666.33
1993-04-16	666.78
1993-04-23	658.41
1993-04-30	661.42
1993-05-07	681.44
1993-05-14	676.37
1993-05-21	694.29
1993-05-28	700.53
1993-06-04	702.01
1993-06-11	693.19
1993-06-18	689.59
1993-06-25	694.81
1993-07-02	704.49
1993-07-09	705.81
1993-07-16	699.73
1993-07-23	700.24
1993-07-30	704.7
1993-08-06	718.08
1993-08-13	718.26
1993-08-20	730.96
1993-08-27	734.07
1993-09-03	749.71
1993-09-10	744.31
1993-09-17	740.11
1993-09-24	754.65
1993-10-01	763.23
1993-10-08	764.27
1993-10-15	787.42
1993-10-22	772.68
1993-10-29	779.26
1993-11-05	762.99
1993-11-12	779.32
1993-11-19	751.56
1993-11-26	754.87
1993-12-03	772.22
1993-12-10	760.74
1993-12-17	759.23
1993-12-24	758.7
1993-12-31	776.8
1994-01-07	782.94
1994-01-14	792.31
1994-01-21	794.28
1994-01-28	796.53
1994-02-04	777.28
1994-02-11	781.39
1994-02-18	788.85
1994-02-25	783.78
1994-03-04	790.55
1994-03-11	789.2
1994-03-18	803.93
1994-03-25	783.45
1994-04-01	743.46
1994-04-08	748.71
1994-04-15	727.97
1994-04-22	722.56
1994-04-29	733.84
1994-05-06	732.86
1994-05-13	716.92
1994-05-20	726.7
1994-05-27	733.14
1994-06-03	742.38
1994-06-10	734.25
1994-06-17	729.35
1994-06-24	693.79
1994-07-01	706.85
1994-07-08	707.46
1994-07-15	721.36
1994-07-22	716.68
1994-07-29	722.16
1994-08-05	718.67
1994-08-12	731.61
1994-08-19	742.43
1994-08-26	762.94
1994-09-02	759.23
1994-09-09	763.73
1994-09-16	777.91
1994-09-23	757.46
1994-09-30	764.29
1994-10-07	749.96
1994-10-14	767.08
1994-10-21	765.38
1994-10-28	776.15
1994-11-04	766.08
1994-11-11	762.12
1994-11-18	764.67
1994-11-25	742.52
1994-12-02	745.02
1994-12-09	719.05
1994-12-16	729.07
1994-12-23	742.19
1994-12-30	751.96
1995-01-06	749.69
1995-01-13	762.16
1995-01-20	762.05
1995-01-27	758.91
1995-02-03	772.06
1995-02-10	790.43
1995-02-17	786.97
1995-02-24	791.08
1995-03-03	798.79
1995-03-10	802.22
1995-03-17	808.33
1995-03-24	818.66
1995-03-31	817.21
1995-04-07	814.69
1995-04-14	832.64
1995-04-21	823.44
1995-04-28	843.98
1995-05-05	843.53
1995-05-12	858.94
1995-05-19	864.57
1995-05-26	871.87
1995-06-02	872.97
1995-06-09	884.38
1995-06-16	908.65
1995-06-23	938.87
1995-06-30	933.45
1995-07-07	969.76
1995-07-14	999.33
1995-07-21	961.77
1995-07-28	1005.28
1995-08-04	991.09
1995-08-11	1004.11
1995-08-18	1031.28
1995-08-25	1019.97
1995-09-01	1019.47
1995-09-08	1060.03
1995-09-15	1051.1
1995-09-22	1053.39
1995-09-29	1043.54
1995-10-06	1012.04
1995-10-13	1018.38
1995-10-20	1039.53
1995-10-27	1025.55
1995-11-03	1065.66
1995-11-10	1063.87
1995-11-17	1045.03
1995-11-24	1030.17
1995-12-01	1055.31
1995-12-08	1062.41
1995-12-15	1030.48
1995-12-22	1046.89
1995-12-29	1052.13
1996-01-05	1033.47
1996-01-12	1008.23
1996-01-19	1018.45
1996-01-26	1040.96
1996-02-02	1072.11
1996-02-09	1094.6
1996-02-16	1090.71
1996-02-23	1117.79
1996-03-01	1086.08
1996-03-08	1063.73
1996-03-15	1099.59
1996-03-22	1102.23
1996-03-29	1101.38
1996-04-05	1118.21
1996-04-12	1100.94
1996-04-19	1138.7
1996-04-26	1186.89
1996-05-03	1184.6
1996-05-10	1202.76
1996-05-17	1241.88
1996-05-24	1247.81
1996-05-31	1243.44
1996-06-07	1229.77
1996-06-14	1213.19
1996-06-21	1175.34
1996-06-28	1185.02
1996-07-05	1158.35
1996-07-12	1103.49
1996-07-19	1097.68
1996-07-26	1079.44
1996-08-02	1124.92
1996-08-09	1137.27
1996-08-16	1133.65
1996-08-23	1143.06
1996-08-30	1141.5
1996-09-06	1139.4
1996-09-13	1188.67
1996-09-20	1219.7
1996-09-27	1230.05
1996-10-04	1247.56
1996-10-11	1248.27
1996-10-18	1242.48
1996-10-25	1222.6
1996-11-01	1221.78
1996-11-08	1257.5
1996-11-15	1261.8
1996-11-22	1274.27
1996-11-29	1292.61
1996-12-06	1287.68
1996-12-13	1284.93
1996-12-20	1288.54
1996-12-27	1291.38
1997-01-03	1310.72
1997-01-10	1332.01
1997-01-17	1349.05
1997-01-24	1363.83
1997-01-31	1379.85
1997-02-07	1357.71
1997-02-14	1367.19
1997-02-21	1334.3
1997-02-28	1309
1997-03-07	1311.81
1997-03-14	1292.97
1997-03-21	1254.07
1997-03-28	1249.51
1997-04-04	1236.73
1997-04-11	1206.9
1997-04-18	1222.57
1997-04-25	1209.29
1997-05-02	1305.33
1997-05-09	1335.01
1997-05-16	1340.74
1997-05-23	1389.72
1997-05-30	1400.32
1997-06-06	1404.85
1997-06-13	1423.03
1997-06-20	1447.1
1997-06-27	1438.15
1997-07-04	1467.61
1997-07-11	1502.62
1997-07-18	1547.99
1997-07-25	1569.58
1997-08-01	1594.33
1997-08-08	1598.52
1997-08-15	1562.04
1997-08-22	1598.69
1997-08-29	1587.24
1997-09-05	1635.77
1997-09-12	1649.33
1997-09-19	1680.37
1997-09-26	1682.24
1997-10-03	1715.87
1997-10-10	1739.03
1997-10-17	1666.85
1997-10-24	1650.92
1997-10-31	1593.6
1997-11-07	1602.39
1997-11-14	1583.64
1997-11-21	1620.75
1997-11-28	1600.55
1997-12-05	1633.9
1997-12-12	1536.6
1997-12-19	1524.74
1997-12-26	1511.38
1998-01-02	1581.52
1998-01-09	1503.22
1998-01-16	1562.88
1998-01-23	1574.87
1998-01-30	1619.36
1998-02-06	1694.33
1998-02-13	1710.42
1998-02-20	1728.13
1998-02-27	1770.5
1998-03-06	1753.49
1998-03-13	1771.66
1998-03-20	1789.16
1998-03-27	1823.65
1998-04-03	1855.4
1998-04-10	1820.24
1998-04-17	1866.6
1998-04-24	1868.96
1998-05-01	1873.44
1998-05-08	1864.37
1998-05-15	1846.77
1998-05-22	1805
1998-05-29	1778.87
1998-06-05	1782.92
1998-06-12	1745.05
1998-06-19	1781.29
1998-06-26	1869.53
1998-07-03	1894
1998-07-10	1943.04
1998-07-17	2008.76
1998-07-24	1930.99
1998-07-31	1872.39
1998-08-07	1846.77
1998-08-14	1790.19
1998-08-21	1797.61
1998-08-28	1639.68
1998-09-04	1566.52
1998-09-11	1641.64
1998-09-18	1663.77
1998-09-25	1743.59
1998-10-02	1614.98
1998-10-09	1492.49
1998-10-16	1620.95
1998-10-23	1693.86
1998-10-30	1771.39
1998-11-06	1856.56
1998-11-13	1847.99
1998-11-20	1928.21
1998-11-27	2016.44
1998-12-04	2003.16
1998-12-11	2029.31
1998-12-18	2086.14
1998-12-25	2163.03
1999-01-01	2192.69
1999-01-08	2344.41
1999-01-15	2348.2
1999-01-22	2338.88
1999-01-29	2505.89
1999-02-05	2373.62
1999-02-12	2321.89
1999-02-19	2283.6
1999-02-26	2288.03
1999-03-05	2337.11
